Model,DPO2002B
Firmware Version,1.52

Point Format,Y,,,,,Point Format,Y
Horizontal Units,S,,,,,Horizontal Units,Hz
Horizontal Scale,781250,,,,,Horizontal Scale,781250
Sample Interval,78.125,,,,,Sample Interval,1562.5
Filter Frequency,7e+07,,,,,Filter Frequency,7e+07
Record Length,100000,,,,,Record Length,5000
Gating,0.0% to 100.0%,,0.0% to 100.0%,,,Gating,0.0% to 100.0%
Probe Attenuation,10,,10,,,Probe Attenuation,1
Vertical Units,V,,V,,,Vertical Units,NONE
Vertical Offset,0,,0,,,Vertical Offset,0
Vertical Scale,2,,2,,,Vertical Scale,20
Label,,,,,,Label,
TIME,CH1,CH1 Peak Detect,CH2,CH2 Peak Detect,,TIME,MATH
5.48398e+06,-2.04,-2.04,-2,-2,,,
5.48406e+06,-2.04,-2.04,-2.08,-2.08,,,
5.48414e+06,-2.04,-2.04,-2,-2,,,
5.48422e+06,-2.04,-2.04,-2,-2,,,
5.48430e+06,-2.04,-2.04,-2,-2,,,
5.48437e+06,-2.04,-2.04,-2,-2.08,,,
5.48445e+06,-2.04,-2.04,-2,-2,,,
5.48453e+06,-2.04,-2.04,-2,-2.08,,,
5.48461e+06,-2.04,-2.04,-2,-2,,,
5.48469e+06,-2.04,-2.04,-2.08,-2.08,,,
5.48477e+06,-2.04,-2.04,-2,-2,,,
5.48484e+06,-2.04,-2.04,-2,-2.08,,,
5.48492e+06,-2.04,-2.04,-2,-2,,,
5.48500e+06,-2.04,-2.04,-2,-2,,,
5.48508e+06,-2.04,-2.04,-2,-2,,,
5.48516e+06,-2.04,-2.12,-2,-2.08,,,
5.48523e+06,-2.04,-2.04,-2,-2,,,
5.48531e+06,-2.04,-2.12,-2,-2,,,
5.48539e+06,-2.04,-2.04,-2,-2,,,
5.48547e+06,-2.04,-2.04,-2,-2.08,,,
5.48555e+06,-2.04,-2.04,-2,-2,,,
5.48562e+06,-2.04,-2.04,-2,-2.08,,,
5.48570e+06,-2.04,-2.04,-2,-2,,,
5.48578e+06,-2.04,-2.04,-2,-2,,,
5.48586e+06,-2.04,-2.04,-2,-2,,,
5.48594e+06,-2.04,-2.04,-2,-2.08,,,
5.48602e+06,-2.04,-2.04,-2,-2,,,
5.48609e+06,-2.04,-2.04,-2,-2.08,,,
5.48617e+06,-2.04,-2.04,-2,-2,,,
5.48625e+06,-2.04,-2.04,-2,-2,,,
5.48633e+06,-2.04,-2.04,-2,-2,,,
5.48641e+06,-2.04,-2.04,-2,-2.08,,,
5.48648e+06,-2.04,-2.04,-2,-2,,,
5.48656e+06,-2.04,-2.04,-2,-2.08,,,
5.48664e+06,-2.04,-1.96,-2,-2,,,
5.48672e+06,-2.04,-2.12,-2,-2.08,,,
5.48680e+06,-2.04,-2.04,-2,-2,,,
5.48687e+06,-2.04,-2.12,-2,-2.08,,,
5.48695e+06,-2.04,-2.04,-2,-2,,,
5.48703e+06,-2.04,-2.04,-2,-2.08,,,
5.48711e+06,-2.04,-2.04,-2,-2,,,
5.48719e+06,-2.04,-2.12,-2,-2.08,,,
5.48727e+06,-2.04,-2.04,-2,-2,,,
5.48734e+06,-2.04,-2.04,-2,-2.08,,,
5.48742e+06,-2.04,-2.04,-2,-2,,,
5.48750e+06,-2.04,-2.04,-2,-2.08,,,
5.48758e+06,-2.04,-2.04,-2.08,-2,,,
5.48766e+06,-2.04,-2.12,-2,-2.08,,,
5.48773e+06,-2.04,-2.04,-2,-2,,,
5.48781e+06,-2.04,-2.12,-2,-2.08,,,
5.48789e+06,-2.04,-2.04,-2,-2,,,
5.48797e+06,-2.04,-2.12,-2,-2.08,,,
5.48805e+06,-2.04,-2.04,-2,-2,,,
5.48812e+06,-2.04,-2.04,-2,-2.08,,,
5.48820e+06,-2.04,-2.04,-2,-2,,,
5.48828e+06,-2.04,-2.04,-2,-2.08,,,
5.48836e+06,-2.04,-2.04,-2,-2,,,
5.48844e+06,-2.04,-2.04,-2,-2.08,,,
5.48852e+06,-2.04,-2.04,-2,-2,,,
5.48859e+06,-2.04,-2.12,-2,-2.08,,,
5.48867e+06,-2.04,-2.04,-2,-2,,,
5.48875e+06,-2.04,-2.12,-2,-2.08,,,
5.48883e+06,-2.04,-2.04,-2,-2,,,
5.48891e+06,-2.04,-2.12,-2,-2,,,
5.48898e+06,-2.04,-2.04,-2,-2,,,
5.48906e+06,-2.04,-2.04,-2,-2.08,,,
5.48914e+06,-2.04,-2.04,-2.08,-2,,,
5.48922e+06,-2.04,-2.12,-2,-2,,,
5.48930e+06,-2.04,-2.04,-2,-2,,,
5.48937e+06,-2.04,-2.12,-2,-2.08,,,
5.48945e+06,-2.04,-2.04,-2,-2,,,
5.48953e+06,-2.04,-2.12,-2,-2,,,
5.48961e+06,-2.04,-2.04,-2,-2,,,
5.48969e+06,-2.04,-2.04,-2,-2.08,,,
5.48977e+06,-2.04,-2.04,-2,-2,,,
5.48984e+06,-2.04,-2.12,-2,-2.08,,,
5.48992e+06,-2.04,-2.04,-2.08,-2,,,
5.49000e+06,-2.04,-2.12,-2,-2.08,,,
5.49008e+06,-2.04,-2.04,-2,-2,,,
5.49016e+06,-2.04,-2.04,-2,-2.08,,,
5.49023e+06,-2.04,-2.04,-2,-2,,,
5.49031e+06,-2.04,-2.12,-2,-2.08,,,
5.49039e+06,-2.04,-2.04,-2,-2,,,
5.49047e+06,-2.04,-2.04,-2,-2.08,,,
5.49055e+06,-2.04,-2.04,-2,-2,,,
5.49062e+06,-2.04,-2.12,-2,-2.08,,,
5.49070e+06,-2.04,-2.04,-2,-2,,,
5.49078e+06,-2.04,-2.04,-2,-2.08,,,
5.49086e+06,-2.04,-2.04,-2,-2,,,
5.49094e+06,-2.04,-2.12,-2,-2.08,,,
5.49102e+06,-2.04,-2.04,-2,-2,,,
5.49109e+06,-2.04,-2.12,-2,-2.08,,,
5.49117e+06,-2.04,-2.04,-2,-2,,,
5.49125e+06,-2.04,-2.12,-2,-2.08,,,
5.49133e+06,-2.04,-2.04,-2,-2,,,
5.49141e+06,-2.04,-2.12,-2,-2,,,
5.49148e+06,-2.04,-2.04,-2,-2,,,
5.49156e+06,-2.04,-2.12,-2,-2.08,,,
5.49164e+06,-2.04,-2.04,-2,-2,,,
5.49172e+06,-2.04,-2.12,-2,-2.08,,,
5.49180e+06,-2.04,-2.04,-2,-2,,,
5.49187e+06,-2.04,-2.12,-2,-2.08,,,
5.49195e+06,-2.04,-2.04,-2,-2,,,
5.49203e+06,-2.04,-2.12,-2,-2.08,,,
5.49211e+06,-2.04,-2.04,-2,-2,,,
5.49219e+06,-2.04,-2.04,-2,-2.08,,,
5.49227e+06,-2.04,-2.04,-2,-2,,,
5.49234e+06,-2.04,-2.04,-2,-2.08,,,
5.49242e+06,-2.04,-2.04,-2,-2,,,
5.49250e+06,-2.04,-2.12,-2,-2,,,
5.49258e+06,-2.04,-2.04,-2,-2,,,
5.49266e+06,-2.04,-2.12,-2,-2,,,
5.49273e+06,-2.04,-2.04,-2,-2,,,
5.49281e+06,-2.04,-2.04,-2,-2.08,,,
5.49289e+06,-2.04,-2.04,-2,-2,,,
5.49297e+06,-2.04,-2.12,-2,-2.08,,,
5.49305e+06,-2.04,-2.04,-2,-2,,,
5.49312e+06,-2.04,-2.12,-2,-2.08,,,
5.49320e+06,-2.04,-2.04,-2,-2,,,
5.49328e+06,-2.04,-2.12,-2,-2.08,,,
5.49336e+06,-2.04,-2.04,-2,-2,,,
5.49344e+06,-2.04,-2.12,-2,-2.08,,,
5.49352e+06,-2.04,-2.04,-2,-2,,,
5.49359e+06,-2.04,-2.12,-2,-2.08,,,
5.49367e+06,-2.04,-2.04,-2,-2,,,
5.49375e+06,-2.04,-2.12,-2,-2.08,,,
5.49383e+06,-2.04,-2.04,-2,-2,,,
5.49391e+06,-2.04,-2.12,-2,-2,,,
5.49398e+06,-2.04,-2.04,-2,-2,,,
5.49406e+06,-2.04,-2.12,-2,-2.08,,,
5.49414e+06,-2.04,-2.04,-2,-2,,,
5.49422e+06,-2.04,-2.12,-2,-2.08,,,
5.49430e+06,-2.12,-2.04,-2,-2,,,
5.49437e+06,-2.04,-2.12,-2,-2.08,,,
5.49445e+06,-2.04,-2.04,-2.08,-2,,,
5.49453e+06,-2.04,-2.12,-2,-2.08,,,
5.49461e+06,-2.04,-2.04,-2,-2,,,
5.49469e+06,-2.04,-2.12,-2,-2.08,,,
5.49477e+06,-2.04,-2.04,-2,-2,,,
5.49484e+06,-2.04,-2.12,-2,-2.08,,,
5.49492e+06,-2.04,-2.04,-2,-2,,,
5.49500e+06,-2.04,-2.12,-2,-2.08,,,
5.49508e+06,-2.04,-2.04,-2,-2,,,
5.49516e+06,-2.04,-2.12,-2,-2,,,
5.49523e+06,-2.04,-2.04,-2,-2,,,
5.49531e+06,-2.04,-2.12,-2,-2,,,
5.49539e+06,-2.04,-2.04,-2,-2,,,
5.49547e+06,-2.04,-2.12,-2,-2.08,,,
5.49555e+06,-2.04,-2.04,-2,-2,,,
5.49562e+06,-2.04,-2.12,-2,-2.08,,,
5.49570e+06,-2.04,-2.04,-2.08,-2,,,
5.49578e+06,-2.04,-2.12,-2,-2.08,,,
5.49586e+06,-2.04,-2.04,-2,-2,,,
5.49594e+06,-2.12,-2.12,-2,-2.08,,,
5.49602e+06,-2.12,-2.04,-2,-2,,,
5.49609e+06,-2.04,-2.12,-2,-2.08,,,
5.49617e+06,-2.12,-2.04,-2,-2,,,
5.49625e+06,-2.12,-2.12,-2,-2,,,
5.49633e+06,-2.04,-2.04,-2,-2,,,
5.49641e+06,-2.04,-2.12,-2,-2,,,
5.49648e+06,-2.04,-2.04,-2,-2,,,
5.49656e+06,-2.04,-2.12,-2,-2.08,,,
5.49664e+06,-2.12,-2.04,-2,-2,,,
5.49672e+06,-2.12,-2.12,-2,-2,,,
5.49680e+06,-2.04,-2.04,-2,-2,,,
5.49687e+06,-2.04,-2.12,-2.08,-2.08,,,
5.49695e+06,-2.04,-2.04,-2,-2,,,
5.49703e+06,-2.04,-2.12,-2,-2.08,,,
5.49711e+06,-2.12,-2.04,-2,-2,,,
5.49719e+06,-2.12,-2.12,-2,-2.08,,,
5.49727e+06,-2.12,-2.12,-2,-2,,,
5.49734e+06,-2.04,-2.12,-2,-2.08,,,
5.49742e+06,-2.04,-2.04,-2,-2,,,
5.49750e+06,-2.04,-2.12,-2.08,-2.08,,,
5.49758e+06,-2.04,-2.04,-2,-2,,,
5.49766e+06,-2.12,-2.12,-2,-2.08,,,
5.49773e+06,-2.12,-2.04,-2,-2,,,
5.49781e+06,-2.04,-2.12,-2.08,-2.08,,,
5.49789e+06,-2.04,-2.04,-2,-2,,,
5.49797e+06,-2.04,-2.12,-2,-2.08,,,
5.49805e+06,-2.04,-2.04,-2.08,-2,,,
5.49812e+06,-2.04,-2.12,-2,-2.08,,,
5.49820e+06,-2.04,-2.04,-2,-2,,,
5.49828e+06,-2.04,-2.12,-2,-2.08,,,
5.49836e+06,-2.04,-2.04,-2.08,-2,,,
5.49844e+06,-2.04,-2.12,-2,-2.08,,,
5.49852e+06,-2.04,-2.04,-2,-2,,,
5.49859e+06,-2.04,-2.12,-2,-2.08,,,
5.49867e+06,-2.12,-2.04,-2,-2,,,
5.49875e+06,-2.12,-2.12,-2,-2,,,
5.49883e+06,-2.04,-2.04,-2,-2,,,
5.49891e+06,-2.12,-2.12,-2,-2,,,
5.49898e+06,-2.04,-2.04,-2,-2,,,
5.49906e+06,-2.04,-2.12,-2,-2,,,
5.49914e+06,-2.04,-2.04,-2,-2,,,
5.49922e+06,-2.12,-2.12,-2,-2,,,
5.49930e+06,-2.12,-2.12,-2,-2,,,
5.49937e+06,-2.12,-2.12,-2,-2.08,,,
5.49945e+06,-2.04,-2.04,-2,-2,,,
5.49953e+06,-2.12,-2.12,-2,-2.08,,,
5.49961e+06,-2.12,-2.04,-2,-2,,,
5.49969e+06,-2.12,-2.12,-2,-2.08,,,
5.49977e+06,-2.12,-2.04,-2,-2,,,
5.49984e+06,-2.12,-2.12,-2,-2.08,,,
5.49992e+06,-2.04,-2.04,-2,-2,,,
5.50000e+06,-2.12,-2.12,-2,-2.08,,,
5.50008e+06,-2.12,-2.04,-2,-2,,,
5.50016e+06,-2.12,-2.12,-2,-2,,,
5.50023e+06,-2.04,-2.04,-2,-2,,,
5.50031e+06,-2.04,-2.12,-2,-2,,,
5.50039e+06,-2.04,-2.04,-2,-2,,,
5.50047e+06,-2.12,-2.12,-2,-2.08,,,
5.50055e+06,-2.12,-2.04,-2.08,-2,,,
5.50062e+06,-2.12,-2.12,-2,-2.08,,,
5.50070e+06,-2.04,-2.04,-2,-2,,,
5.50078e+06,-2.04,-2.12,-2,-2.08,,,
5.50086e+06,-2.12,-2.04,-2.08,-2,,,
5.50094e+06,-2.04,-2.12,-2,-2,,,
5.50102e+06,-2.12,-2.04,-2,-2,,,
5.50109e+06,-2.04,-2.12,-2,-2.08,,,
5.50117e+06,-2.04,-2.04,-2.08,-2,,,
5.50125e+06,-2.04,-2.12,-2,-2.08,,,
5.50133e+06,-2.04,-2.04,-2,-2,,,
5.50141e+06,-2.12,-2.12,-2,-2.08,,,
5.50148e+06,-2.12,-2.12,-2,-2,,,
5.50156e+06,-2.12,-2.12,-2,-2.08,,,
5.50164e+06,-2.04,-2.04,-2.08,-2,,,
5.50172e+06,-2.04,-2.12,-2,-2.08,,,
5.50180e+06,-2.12,-2.04,-2,-2,,,
5.50187e+06,-2.04,-2.12,-2.08,-2.08,,,
5.50195e+06,-2.12,-2.04,-2,-2,,,
5.50203e+06,-2.12,-2.12,-2,-2,,,
5.50211e+06,-2.12,-2.12,-2,-2,,,
5.50219e+06,-2.12,-2.12,-2,-2.08,,,
5.50227e+06,-2.12,-2.12,-2,-2,,,
5.50234e+06,-2.12,-2.12,-2,-2.08,,,
5.50242e+06,-2.12,-2.12,-2,-2,,,
5.50250e+06,-2.12,-2.12,-2,-2,,,
5.50258e+06,-2.04,-2.04,-2,-2,,,
5.50266e+06,-2.04,-2.12,-2,-2.08,,,
5.50273e+06,-2.04,-2.04,-2,-2,,,
5.50281e+06,-2.12,-2.12,-2,-2.08,,,
5.50289e+06,-2.04,-2.04,-2,-2,,,
5.50297e+06,-2.04,-2.12,-2,-2,,,
5.50305e+06,-2.12,-2.04,-2,-2,,,
5.50312e+06,-2.12,-2.12,-2,-2.08,,,
5.50320e+06,-2.12,-2.12,-2,-2,,,
5.50328e+06,-2.12,-2.12,-2,-2.08,,,
5.50336e+06,-2.04,-2.04,-2,-2,,,
5.50344e+06,-2.12,-2.12,-2,-2.08,,,
5.50352e+06,-2.12,-2.12,-2,-2,,,
5.50359e+06,-2.12,-2.12,-2,-2.08,,,
5.50367e+06,-2.12,-2.12,-2,-2,,,
5.50375e+06,-2.04,-2.12,-2,-2.08,,,
5.50383e+06,-2.04,-2.04,-2,-2,,,
5.50391e+06,-2.12,-2.12,-2,-2.08,,,
5.50398e+06,-2.12,-2.04,-2,-2,,,
5.50406e+06,-2.04,-2.12,-2,-2.08,,,
5.50414e+06,-2.04,-2.04,-2,-2,,,
5.50422e+06,-2.12,-2.12,-2,-2.08,,,
5.50430e+06,-2.12,-2.12,-2,-2,,,
5.50437e+06,-2.12,-2.12,-2,-2.08,,,
5.50445e+06,-2.12,-2.12,-2,-2,,,
5.50453e+06,-2.12,-2.12,-2,-2.08,,,
5.50461e+06,-2.12,-2.12,-2,-2,,,
5.50469e+06,-2.12,-2.12,-2,-2,,,
5.50477e+06,-2.12,-2.12,-2,-2,,,
5.50484e+06,-2.12,-2.12,-2.08,-2.08,,,
5.50492e+06,-2.12,-2.12,-2,-2,,,
5.50500e+06,-2.12,-2.12,-2,-2.08,,,
5.50508e+06,-2.12,-2.04,-2,-2,,,
5.50516e+06,-2.12,-2.12,-2,-2.08,,,
5.50523e+06,-2.12,-2.12,-2,-2,,,
5.50531e+06,-2.12,-2.12,-2,-2.08,,,
5.50539e+06,-2.12,-2.12,-2,-2,,,
5.50547e+06,-2.12,-2.12,-2,-2.08,,,
5.50555e+06,-2.04,-2.04,-2,-2,,,
5.50562e+06,-2.12,-2.12,-2,-2.08,,,
5.50570e+06,-2.12,-2.12,-2,-2,,,
5.50578e+06,-2.12,-2.12,-2,-2.08,,,
5.50586e+06,-2.12,-2.12,-2,-2,,,
5.50594e+06,-2.12,-2.12,-2,-2.08,,,
5.50602e+06,-2.12,-2.12,-2,-2,,,
5.50609e+06,-2.12,-2.12,-2,-2.08,,,
5.50617e+06,-2.04,-2.04,-2.08,-2,,,
5.50625e+06,-2.04,-2.12,-2,-2.08,,,
5.50633e+06,-2.12,-2.04,-2,-2,,,
5.50641e+06,-2.12,-2.12,-2,-2.08,,,
5.50648e+06,-2.12,-2.12,-2,-2,,,
5.50656e+06,-2.04,-2.12,-2,-2,,,
5.50664e+06,-2.12,-2.04,-2,-2,,,
5.50672e+06,-2.12,-2.12,-2,-2,,,
5.50680e+06,-2.12,-2.12,-2,-2,,,
5.50687e+06,-2.12,-2.12,-2.08,-2.08,,,
5.50695e+06,-2.12,-2.12,-2,-2,,,
5.50703e+06,-2.12,-2.12,-2,-2.08,,,
5.50711e+06,-2.12,-2.12,-2,-2,,,
5.50719e+06,-2.04,-2.12,-2,-2.08,,,
5.50727e+06,-2.12,-2.04,-2,-2,,,
5.50734e+06,-2.12,-2.12,-2,-2.08,,,
5.50742e+06,-2.12,-2.12,-2,-2,,,
5.50750e+06,-2.12,-2.12,-2,-2.08,,,
5.50758e+06,-2.12,-2.12,-2,-2,,,
5.50766e+06,-2.12,-2.12,-2,-2.08,,,
5.50773e+06,-2.12,-2.12,-2,-2,,,
5.50781e+06,-2.12,-2.12,-2,-2.08,,,
5.50789e+06,-2.12,-2.12,-2,-2,,,
5.50797e+06,-2.12,-2.12,-2,-2.08,,,
5.50805e+06,-2.12,-2.12,-2,-2,,,
5.50812e+06,-2.12,-2.12,-2,-2.08,,,
5.50820e+06,-2.12,-2.12,-2,-2,,,
5.50828e+06,-2.12,-2.2,-2,-2.08,,,
5.50836e+06,-2.12,-2.12,-2,-2,,,
5.50844e+06,-2.12,-2.12,-2,-2.08,,,
5.50852e+06,-2.12,-2.12,-2,-2,,,
5.50859e+06,-2.12,-2.12,-2,-2,,,
5.50867e+06,-2.12,-2.12,-2,-2,,,
5.50875e+06,-2.12,-2.12,-2,-2.08,,,
5.50883e+06,-2.12,-2.12,-2,-2,,,
5.50891e+06,-2.12,-2.12,-2.08,-2.08,,,
5.50898e+06,-2.12,-2.12,-2.08,-2,,,
5.50906e+06,-2.12,-2.12,-2,-2.08,,,
5.50914e+06,-2.12,-2.12,-2,-2,,,
5.50922e+06,-2.12,-2.2,-2,-2.08,,,
5.50930e+06,-2.12,-2.12,-2,-2,,,
5.50937e+06,-2.12,-2.12,-2,-2.08,,,
5.50945e+06,-2.12,-2.12,-2,-2,,,
5.50953e+06,-2.12,-2.12,-2,-2.08,,,
5.50961e+06,-2.12,-2.12,-2.08,-2,,,
5.50969e+06,-2.04,-2.12,-2.08,-2.08,,,
5.50977e+06,-2.12,-2.04,-2,-2,,,
5.50984e+06,-2.12,-2.12,-2,-2,,,
5.50992e+06,-2.12,-2.04,-2,-2,,,
5.51000e+06,-2.12,-2.12,-2,-2,,,
5.51008e+06,-2.12,-2.12,-2,-2,,,
5.51016e+06,-2.12,-2.12,-2,-2,,,
5.51023e+06,-2.12,-2.12,-2,-2,,,
5.51031e+06,-2.12,-2.12,-2,-2.08,,,
5.51039e+06,-2.12,-2.12,-2,-2,,,
5.51047e+06,-2.12,-2.12,-2,-2.08,,,
5.51055e+06,-2.12,-2.12,-2,-2,,,
5.51062e+06,-2.12,-2.2,-2,-2,,,
5.51070e+06,-2.12,-2.12,-2,-2,,,
5.51078e+06,-2.12,-2.12,-2,-2,,,
5.51086e+06,-2.12,-2.04,-2,-2,,,
5.51094e+06,-2.12,-2.12,-2,-2.08,,,
5.51102e+06,-2.12,-2.04,-2,-2,,,
5.51109e+06,-2.12,-2.12,-2.08,-2.08,,,
5.51117e+06,-2.12,-2.04,-2,-2,,,
5.51125e+06,-2.12,-2.12,-2,-2.08,,,
5.51133e+06,-2.12,-2.12,-2,-2,,,
5.51141e+06,-2.12,-2.12,-2,-2,,,
5.51148e+06,-2.12,-2.04,-2,-2,,,
5.51156e+06,-2.12,-2.12,-2,-2.08,,,
5.51164e+06,-2.12,-2.12,-2,-2,,,
5.51172e+06,-2.12,-2.12,-2,-2,,,
5.51180e+06,-2.12,-2.12,-2,-2,,,
5.51187e+06,-2.12,-2.12,-2,-2.08,,,
5.51195e+06,-2.12,-2.12,-2,-2,,,
5.51203e+06,-2.12,-2.12,-2.08,-2.08,,,
5.51211e+06,-2.12,-2.12,-2,-2,,,
5.51219e+06,-2.12,-2.12,-2,-2,,,
5.51227e+06,-2.12,-2.12,-2,-2,,,
5.51234e+06,-2.12,-2.12,-2,-2.08,,,
5.51242e+06,-2.12,-2.12,-2,-2,,,
5.51250e+06,-2.12,-2.12,-2,-2.08,,,
5.51258e+06,-2.12,-2.12,-2,-2,,,
5.51266e+06,-2.12,-2.2,-2,-2.08,,,
5.51273e+06,-2.12,-2.12,-2,-2,,,
5.51281e+06,-2.12,-2.12,-2,-2.08,,,
5.51289e+06,-2.12,-2.12,-2,-2,,,
5.51297e+06,-2.04,-2.12,-2,-2.08,,,
5.51305e+06,-2.12,-2.04,-2,-2,,,
5.51312e+06,-2.12,-2.12,-2,-2.08,,,
5.51320e+06,-2.12,-2.12,-2,-2,,,
5.51328e+06,-2.12,-2.12,-2,-2.08,,,
5.51336e+06,-2.12,-2.12,-2,-2,,,
5.51344e+06,-2.12,-2.12,-2,-2.08,,,
5.51352e+06,-2.12,-2.12,-2,-2,,,
5.51359e+06,-2.12,-2.12,-2,-2.08,,,
5.51367e+06,-2.12,-2.12,-2,-2,,,
5.51375e+06,-2.12,-2.12,-2,-2.08,,,
5.51383e+06,-2.12,-2.12,-2,-2,,,
5.51391e+06,-2.12,-2.2,-2,-2.08,,,
5.51398e+06,-2.12,-2.12,-2,-2,,,
5.51406e+06,-2.12,-2.12,-2.08,-2.08,,,
5.51414e+06,-2.12,-2.12,-2,-2,,,
5.51422e+06,-2.12,-2.12,-2,-2.08,,,
5.51430e+06,-2.12,-2.12,-2,-2,,,
5.51437e+06,-2.12,-2.2,-2,-2.08,,,
5.51445e+06,-2.12,-2.12,-2,-2,,,
5.51453e+06,-2.12,-2.12,-2,-2.08,,,
5.51461e+06,-2.12,-2.12,-2,-2,,,
5.51469e+06,-2.12,-2.12,-2,-2.08,,,
5.51477e+06,-2.12,-2.12,-2,-2,,,
5.51484e+06,-2.12,-2.12,-2,-2.08,,,
5.51492e+06,-2.12,-2.12,-2,-2,,,
5.51500e+06,-2.12,-2.12,-2,-2.08,,,
5.51508e+06,-2.12,-2.12,-2,-2,,,
5.51516e+06,-2.12,-2.2,-2,-2.08,,,
5.51523e+06,-2.12,-2.12,-2,-2,,,
5.51531e+06,-2.12,-2.12,-2,-2.08,,,
5.51539e+06,-2.12,-2.12,-2,-2,,,
5.51547e+06,-2.12,-2.12,-2,-2,,,
5.51555e+06,-2.12,-2.12,-2,-2,,,
5.51562e+06,-2.12,-2.12,-2,-2,,,
5.51570e+06,-2.12,-2.12,-2,-2,,,
5.51578e+06,-2.12,-2.2,-2,-2.08,,,
5.51586e+06,-2.12,-2.12,-2,-2,,,
5.51594e+06,-2.12,-2.12,-2,-2.08,,,
5.51602e+06,-2.12,-2.12,-2,-2,,,
5.51609e+06,-2.12,-2.12,-2,-2,,,
5.51617e+06,-2.12,-2.12,-2,-2,,,
5.51625e+06,-2.12,-2.2,-2,-2.08,,,
5.51633e+06,-2.12,-2.12,-2,-2,,,
5.51641e+06,-2.12,-2.2,-2,-2.08,,,
5.51648e+06,-2.12,-2.12,-2,-2,,,
5.51656e+06,-2.12,-2.2,-2,-2.08,,,
5.51664e+06,-2.12,-2.12,-2,-2,,,
5.51672e+06,-2.12,-2.2,-2,-2.08,,,
5.51680e+06,-2.12,-2.12,-2,-2,,,
5.51687e+06,-2.12,-2.2,-2,-2,,,
5.51695e+06,-2.12,-2.12,-2,-2,,,
5.51703e+06,-2.12,-2.2,-2,-2.08,,,
5.51711e+06,-2.12,-2.12,-2,-2,,,
5.51719e+06,-2.12,-2.2,-2,-2.08,,,
5.51727e+06,-2.12,-2.12,-2,-2,,,
5.51734e+06,-2.12,-2.12,-2,-2.08,,,
5.51742e+06,-2.12,-2.12,-2,-2,,,
5.51750e+06,-2.12,-2.12,-2,-2.08,,,
5.51758e+06,-2.12,-2.12,-2,-2,,,
5.51766e+06,-2.12,-2.2,-2.08,-2.08,,,
5.51773e+06,-2.12,-2.12,-2.08,-2,,,
5.51781e+06,-2.12,-2.2,-2,-2.08,,,
5.51789e+06,-2.12,-2.12,-2,-2,,,
5.51797e+06,-2.12,-2.12,-2,-2.08,,,
5.51805e+06,-2.12,-2.12,-2,-2,,,
5.51812e+06,-2.12,-2.2,-2,-2.08,,,
5.51820e+06,-2.12,-2.12,-2,-2,,,
5.51828e+06,-2.12,-2.12,-2,-2,,,
5.51836e+06,-2.12,-2.12,-2,-2,,,
5.51844e+06,-2.12,-2.2,-2,-2.08,,,
5.51852e+06,-2.12,-2.12,-2,-2,,,
5.51859e+06,-2.12,-2.2,-2,-2.08,,,
5.51867e+06,-2.12,-2.12,-2,-2,,,
5.51875e+06,-2.12,-2.2,-2,-2.08,,,
5.51883e+06,-2.12,-2.12,-2,-2,,,
5.51891e+06,-2.12,-2.2,-2,-2,,,
5.51898e+06,-2.12,-2.12,-2,-2,,,
5.51906e+06,-2.12,-2.12,-2.08,-2.08,,,
5.51914e+06,-2.12,-2.12,-2,-2,,,
5.51922e+06,-2.12,-2.2,-2,-2.08,,,
5.51930e+06,-2.12,-2.12,-2.08,-2,,,
5.51937e+06,-2.12,-2.2,-2,-2.08,,,
5.51945e+06,-2.12,-2.12,-2,-2,,,
5.51953e+06,-2.12,-2.2,-2,-2.08,,,
5.51961e+06,-2.12,-2.12,-2,-2,,,
5.51969e+06,-2.12,-2.2,-2,-2,,,
5.51977e+06,-2.12,-2.12,-2,-2,,,
5.51984e+06,-2.12,-2.12,-2,-2.08,,,
5.51992e+06,-2.12,-2.12,-2,-2,,,
5.52000e+06,-2.12,-2.2,-2,-2.08,,,
5.52008e+06,-2.12,-2.12,-2,-2,,,
5.52016e+06,-2.12,-2.2,-2,-2.08,,,
5.52023e+06,-2.12,-2.12,-2,-2,,,
5.52031e+06,-2.12,-2.2,-2,-2.08,,,
5.52039e+06,-2.12,-2.12,-2,-2,,,
5.52047e+06,-2.12,-2.2,-2,-2.08,,,
5.52055e+06,-2.12,-2.12,-2,-2,,,
5.52062e+06,-2.12,-2.2,-2,-2.08,,,
5.52070e+06,-2.12,-2.12,-2,-2,,,
5.52078e+06,-2.12,-2.2,-2,-2.08,,,
5.52086e+06,-2.12,-2.12,-2,-2,,,
5.52094e+06,-2.12,-2.2,-2,-2.08,,,
5.52102e+06,-2.12,-2.12,-2,-2,,,
5.52109e+06,-2.12,-2.2,-2,-2,,,
5.52117e+06,-2.12,-2.12,-2,-2,,,
5.52125e+06,-2.12,-2.2,-2.08,-2.08,,,
5.52133e+06,-2.12,-2.12,-2,-2,,,
5.52141e+06,-2.12,-2.2,-2,-2.08,,,
5.52148e+06,-2.12,-2.12,-2,-2,,,
5.52156e+06,-2.12,-2.12,-2,-2.08,,,
5.52164e+06,-2.12,-2.12,-2,-2,,,
5.52172e+06,-2.12,-2.2,-2,-2.08,,,
5.52180e+06,-2.12,-2.12,-2,-2,,,
5.52187e+06,-2.12,-2.2,-2,-2.08,,,
5.52195e+06,-2.12,-2.12,-2,-2,,,
